COD_MUNICIPIO_RES_7,ANIO_REGISTRO,MES_REGISTRO,TEMPERATURA,HUMEDAD_RELATIVA
2106904,2007,6,25.854,80.108
2108306,2007,6,25.854,80.108
2108306,2009,10,30.898,63.847
2108603,2003,11,28.12,77.475
2108900,2013,7,25.185,83.315
2109601,2008,2,25.132,87.767
2111300,2006,4,26.351,93.758
2112209,2009,3,25.756,97.395
2112506,2003,4,26.384,91.375
2202000,2004,8,-1031226088.413,72.524
2202000,2010,12,-1031226088.413,86.71
2400208,2005,11,30.419,65.1
2400208,2010,6,28.545,79.25
2408102,2015,6,24.832,90.975
2504009,2008,4,25.294,94.817
2600054,2011,2,24.765,93.857
2601102,2008,10,31.69,53.484
2601102,2012,2,24.135,72.138
2609600,2008,5,24.527,96.089
2700300,2008,9,24.697,88.208
2800308,2006,5,24.92,92.169
2801207,2011,12,27.581,74.524
2917201,2011,8,22.13,65.105
2917201,2015,2,24.095,87.134
2920452,2007,11,26.732,70.967
2927408,2008,6,22.375,92.708
2927408,2013,9,23.219,92.017
3102001,2010,11,20.394,97.708
3102001,2012,11,21.088,94.4
3105608,2010,10,21.846,80.0
3108909,2010,6,16.157,81.875
3109709,2013,1,21.434,95.153
3115300,2007,2,23.037,94.393
3131307,2004,10,22.617,78.661
3131307,2011,9,21.679,70.075
3133808,2004,1,20.656,95.71
3136702,2006,9,21.824,79.883
3147402,2009,1,21.164,97.589
3151800,2008,7,16.679,68.581
3154606,2005,7,17.542,62.661
3154606,2015,7,19.608,67.54
3170107,2009,11,24.542,94.325
3200607,2006,1,-1031226088.413,85.613
3200607,2013,8,-1031226088.413,84.806
3204906,2008,10,-1031226088.413,82.008
3204906,2011,10,-1031226088.413,87.815
3204906,2012,5,-1031226088.413,93.581
3302502,2005,2,22.472,94.241
3302502,2007,5,19.966,87.831
3302502,2013,4,21.269,90.65
3303906,2009,4,21.266,94.533
3303906,2012,8,20.556,84.992
3304557,2012,10,-1031226088.413,81.847
3305109,2007,6,19.651,82.842
3306305,2003,12,21.495,95.919
3502804,2008,7,19.565,53.766
3506003,2006,6,18.807,70.45
3524402,2008,6,17.554,87.367
3524402,2009,8,18.944,76.637
3525904,2008,6,17.554,86.375
3526407,2004,10,20.323,79.137
3529005,2007,1,24.727,97.524
3535309,2011,3,23.581,96.331
3535309,2012,12,25.382,93.734
3538709,2003,3,20.99,96.79
3547809,2009,5,19.52,90.653
3547809,2012,4,21.307,95.9
3549102,2004,10,20.967,79.137
3549102,2012,8,19.296,66.54
3550308,2012,7,17.722,69.847
3550308,2015,2,23.276,97.045
3557105,2013,6,22.074,87.375
4104808,2012,6,16.581,93.408
4105904,2010,3,23.995,93.137
4105904,2014,12,24.46,93.581
4105904,2015,6,20.128,84.117
4106506,2015,4,19.015,91.258
4106902,2008,10,19.363,93.315
4109401,2010,11,19.141,83.175
4112504,2008,8,19.564,81.258
4112504,2012,1,22.17,92.976
4112504,2013,9,20.185,79.775
4121257,2015,12,24.171,95.306
4204905,2011,1,23.811,95.5
4205407,2014,2,24.196,95.491
4210100,2008,7,14.285,77.976
4304705,2014,5,15.014,94.75
4314803,2007,2,22.844,91.482
4314902,2009,1,21.548,93.153
4318705,2007,9,18.35,91.417
4321402,2008,4,18.995,91.65
5100201,2010,1,24.703,95.685
5100250,2011,11,24.255,98.733
5100805,2005,4,24.635,96.9
5100805,2010,3,25.394,98.21
5101258,2007,3,25.457,95.629
5101258,2007,7,23.109,54.806
5102504,2011,3,25.225,97.871
5102702,2014,2,24.327,97.661
5102702,2014,12,24.556,97.016
5103353,2009,12,24.956,99.105
5103403,2007,6,24.715,57.183
5103403,2010,11,25.112,96.417
5103403,2011,2,25.45,95.911
5105150,2004,8,28.359,34.427
5105259,2012,1,23.505,98.694
5105580,2004,5,23.777,93.411
5105580,2014,7,27.584,50.065
5105580,2014,12,24.315,98.766
5106299,2011,2,24.001,99.295
5107909,2015,3,23.883,97.952
5107925,2008,3,23.443,98.419
5108501,2004,3,23.99,96.153
5108907,2005,4,23.565,96.633
5204508,2006,4,22.107,93.792
5208707,2004,9,26.655,29.733
5208707,2004,11,23.253,92.025
5218904,2009,5,23.193,86.387
5221858,2005,11,23.208,88.408
5221858,2007,2,22.586,96.027
1100031,2003,5,23.215,90.629
1100031,2015,4,24.407,99.95
1100064,2003,8,27.546,45.371
1100114,2011,12,25.129,99.871
1100205,2009,8,26.275,87.113
1100288,2011,12,24.197,98.089
1100304,2008,4,24.115,98.283
1100320,2006,6,24.104,72.658
1100320,2007,3,24.106,96.863
1100338,2015,3,24.901,99.411
1100346,2010,3,25.866,97.065
1100601,2004,2,23.465,95.836
1100924,2003,5,23.792,90.629
1100924,2004,10,26.777,82.081
1100940,2013,12,25.935,100.065
1101708,2005,8,28.415,57.242
1200013,2013,12,25.677,96.129
1200104,2003,6,25.544,86.917
1200104,2006,6,25.867,84.45
1200179,2013,9,26.34,81.85
1200179,2015,4,25.19,97.975
1200203,2013,6,25.622,92.0
1200302,2009,1,26.186,97.331
1200302,2009,12,27.4,95.073
1200302,2010,7,26.284,83.976
1200302,2013,3,26.507,96.944
1200328,2013,5,26.042,98.694
1200336,2003,9,26.716,75.4
1200401,2015,8,26.269,79.46
1200427,2007,11,26.21,90.025
1200450,2014,1,25.171,97.96
1200450,2015,7,25.292,81.96
1300029,2008,4,24.407,97.992
1300144,2003,11,25.343,96.292
1300508,2012,6,25.201,97.325
1300631,2008,7,25.923,89.992
1300631,2013,4,26.316,98.717
1300631,2014,9,26.507,92.142
1300706,2006,8,24.878,86.226
1300805,2010,9,26.593,89.742
1300805,2014,5,26.042,97.403
1301100,2005,12,25.9,96.556
1301209,2009,6,24.633,98.083
1301209,2010,7,24.575,93.782
1301704,2004,5,25.494,96.895
1301704,2010,3,26.832,96.371
1301704,2014,1,26.001,98.532
1301803,2012,3,23.709,96.661
1302207,2006,2,24.727,98.17
1302306,2009,1,26.081,95.532
1302306,2014,2,26.454,96.446
1302504,2008,3,25.417,98.919
1302603,2009,5,25.608,98.298
1302801,2006,9,25.06,94.292
1303502,2006,9,25.432,88.95
1303536,2005,10,26.272,96.073
1303809,2011,2,25.031,98.866
1304104,2009,11,25.918,94.792
1304237,2006,7,25.954,89.831
1304237,2010,12,26.358,96.573
1400050,2009,2,24.746,85.321
1400050,2010,12,23.639,92.798
1400100,2008,8,24.473,96.073
1400175,2006,4,25.134,94.8
1400209,2012,9,24.969,94.242
1400233,2007,9,24.539,97.333
1400282,2011,5,23.653,98.774
1400282,2015,8,23.479,98.0
1400407,2004,2,23.513,86.086
1400407,2004,12,24.456,91.556
1400407,2008,9,23.561,95.95
1400407,2012,6,23.506,95.842
1400506,2013,10,24.803,95.694
1400704,2010,2,26.818,77.473
1500305,2009,5,25.591,96.782
1500305,2014,12,26.948,84.113
1500701,2003,7,25.329,86.952
1500859,2009,9,26.544,79.633
1500859,2011,9,25.819,93.533
1500859,2013,8,25.587,96.073
1500909,2003,10,28.996,76.871
1501204,2004,1,25.451,98.911
1501402,2010,9,27.567,67.467
1501501,2012,11,30.106,71.842
1501725,2007,2,25.196,97.705
1501782,2013,6,25.229,96.792
1501808,2005,4,26.023,98.067
1501808,2011,2,25.476,99.286
1502202,2003,3,25.793,95.153
1502202,2007,12,25.932,90.597
1502772,2007,10,27.787,94.548
1503077,2008,12,25.57,96.234
1503606,2006,7,25.675,86.379
1503705,2003,7,25.51,74.218
1503754,2006,11,25.675,97.1
1503804,2006,4,25.195,99.3
1503804,2010,6,25.281,92.008
1504208,2014,11,25.51,100.092
1504422,2011,8,25.967,97.847
1504422,2015,6,26.224,99.158
1504505,2011,7,25.615,93.774
1505536,2014,9,27.157,87.692
1505908,2005,1,25.505,96.565
1505908,2011,11,25.013,98.642
1507151,2015,4,25.334,98.225
1507508,2005,4,25.515,97.792
1507508,2013,3,25.533,99.637
1507508,2014,11,25.51,100.092
1508001,2008,4,25.174,100.2
1508100,2007,1,25.541,97.177
1508159,2005,3,25.603,98.911
1508159,2015,1,25.225,98.089
1508308,2014,7,26.175,80.605
1600303,2003,9,26.132,88.167
1600303,2008,7,25.929,86.726
1600402,2003,10,26.62,88.911
1600402,2012,2,24.57,95.957
1600501,2005,1,25.818,95.524
1600501,2015,2,25.896,93.116
1600600,2006,3,25.654,96.815
1600600,2006,5,25.687,92.927
1600808,2012,4,25.341,99.9
1600808,2013,1,25.673,95.944
1600808,2015,6,25.395,97.658
1702208,2004,4,25.322,99.242
1703800,2015,11,26.657,88.6
1705508,2012,8,28.861,41.532
1705508,2013,8,29.356,49.984
2101251,2009,1,25.956,91.258
2101251,2015,8,28.29,71.419
2101772,2005,11,30.761,66.242
2101970,2007,6,26.151,96.083
2102705,2008,7,26.457,70.282
2103000,2003,12,25.608,93.492
2103174,2007,12,25.149,89.742
2103208,2007,10,31.346,66.032
2105005,2009,9,30.429,70.383
2105005,2014,2,26.099,92.848
2105104,2008,8,30.027,67.46
2105104,2014,10,30.629,68.879
2105401,2011,4,26.404,94.442
2105427,2006,12,25.078,95.944
2105450,2003,10,31.076,48.879
2105476,2013,12,25.681,93.323
2105476,2015,6,25.228,85.95
2106326,2015,10,30.809,65.718
2107407,2014,9,30.355,52.275
2107605,2008,9,30.669,66.158
2107605,2015,8,28.29,71.419
2108058,2010,4,27.113,91.958
2108058,2012,5,26.306,89.484
2108603,2015,11,30.723,66.275
2110302,2008,5,25.178,94.016
2111300,2012,5,26.153,92.04
2111763,2005,9,31.223,45.867
2111763,2015,4,25.071,98.225
2112506,2007,9,31.02,64.1
2112506,2009,2,26.074,92.643
2113009,2007,5,25.365,89.202
2202000,2013,5,-1031226088.413,89.677
2202000,2014,5,-1031226088.413,93.331
2203701,2009,10,31.847,54.774
2211001,2005,8,30.005,46.613
2403251,2011,7,24.145,93.919
2504009,2015,11,27.887,78.658
2600054,2006,11,26.921,81.917
2600054,2008,12,27.101,80.427
2600054,2015,11,27.229,78.658
2601102,2004,9,29.6,52.625
2601102,2012,4,25.12,70.183
2604106,2003,5,24.639,95.121
2604106,2013,11,26.1,84.458
2609600,2006,4,25.227,93.45
2700300,2007,12,27.868,72.411
2800308,2009,11,26.971,78.65
2917201,2008,8,21.626,64.597
2927408,2003,6,22.999,93.65
2929305,2003,7,21.632,87.798
2931301,2003,5,23.109,90.298
2931301,2013,10,25.041,80.411
3102605,2010,5,17.806,87.806
3102605,2010,6,15.907,77.717
3105608,2004,6,18.783,74.058
3105608,2006,5,19.337,77.677
3105608,2011,3,22.696,97.968
3108909,2004,1,20.86,94.823
3108909,2015,3,21.44,96.71
3109006,2009,12,21.278,99.177
3109006,2011,10,20.856,81.669
3109709,2005,6,17.954,83.892
3109709,2012,7,17.586,71.968
3115300,2006,5,19.337,87.984
3115300,2009,12,23.321,96.274
3121605,2003,8,21.628,69.613
3121605,2009,5,20.36,85.629
3147402,2005,10,24.639,58.21
3151800,2015,11,22.519,98.067
3170404,2006,8,24.297,44.919
3200136,2012,11,23.272,93.292
3201308,2004,4,22.771,91.175
3201308,2009,6,20.257,91.092
3201308,2011,10,22.699,88.669
3201308,2013,8,21.857,84.806
3204906,2011,9,-1032300282.255,82.583
3205002,2003,2,-1034678854.334,88.911
3205002,2005,12,-1031226088.413,89.177
3303906,2004,4,21.796,94.8
3303906,2008,2,22.346,93.526
3305109,2009,4,21.266,94.533
3305109,2013,2,23.658,94.375
3305109,2014,6,19.974,89.217
3305752,2003,4,22.111,91.417
3306305,2013,2,22.122,95.527
3501608,2008,5,17.198,87.661
3502804,2011,8,22.5,45.532
3506003,2005,12,21.838,95.581
3516200,2004,3,20.162,93.282
3516200,2010,9,23.763,46.875
3516200,2013,9,22.746,57.067
3520509,2015,2,23.276,97.045
3522505,2007,5,18.881,87.185
3526407,2008,8,19.667,65.395
3529005,2004,10,24.445,75.823
3529005,2014,2,24.36,90.125
3535309,2014,7,19.306,73.798
3535309,2015,9,25.723,66.8
3538709,2004,4,19.793,97.0
3538709,2005,4,20.327,95.267
3538709,2015,4,20.147,95.375
3547809,2013,5,19.691,87.242
3550308,2004,4,21.216,97.0
3557105,2013,7,21.166,66.726
4106605,2005,7,16.019,81.427
4106605,2011,2,23.408,97.321
4115200,2008,2,21.394,91.336
4121257,2009,8,17.567,87.403
4121257,2014,11,22.844,91.425
4202800,2010,7,16.213,93.371
4204905,2009,11,23.98,95.367
4304705,2004,4,19.199,96.717
4312401,2010,12,21.092,88.202
4314803,2013,11,21.136,83.217
4314803,2014,7,15.165,88.524
4316600,2008,7,14.2,87.532
4321402,2007,12,22.962,84.29
4321402,2015,5,17.69,92.863
5002704,2009,9,25.102,76.358
5008305,2010,4,23.09,89.483
5100201,2015,2,24.418,94.902
5100201,2015,7,25.725,47.903
5100250,2005,1,24.369,97.323
5100250,2009,3,24.132,97.25
5100250,2010,6,25.112,69.883
5101852,2014,11,25.866,95.758
5102504,2009,1,25.258,95.185
5103304,2006,10,25.884,91.984
5103353,2006,1,24.858,96.532
5105150,2012,6,24.407,81.742
5105176,2008,1,24.493,98.653
5105176,2010,7,26.532,57.637
5106299,2004,11,24.628,96.767
5106299,2011,12,24.26,98.944
5106422,2011,7,27.542,49.419
5106422,2015,8,30.172,38.153
5107909,2009,6,23.838,72.825
5107909,2014,7,26.141,47.137
5108055,2004,8,29.637,33.556
5108907,2012,10,25.287,92.758
5208707,2012,6,21.873,80.7
5218003,2008,2,22.356,93.112
5218904,2006,2,24.596,95.089
5218904,2013,12,24.139,95.831
5221858,2010,1,22.964,96.718
5221858,2010,11,22.933,95.092
5221858,2013,1,22.79,97.137
1100064,2014,9,26.511,85.375
1100098,2006,12,24.629,96.613
1100106,2005,7,22.888,74.798
1100106,2014,9,25.558,92.367
1100122,2009,10,25.865,94.169
1100122,2012,5,24.482,96.79
1100189,2011,10,25.035,96.484
1100189,2012,5,22.895,97.25
1100205,2013,12,26.235,99.427
1100288,2004,3,23.959,98.226
1100288,2012,4,24.24,98.125
1100346,2005,1,25.224,96.073
1100809,2015,11,26.854,98.875
1101708,2006,2,25.198,99.348
1101708,2013,11,24.933,100.542
1200013,2011,5,24.021,93.403
1200302,2014,3,26.312,97.008
1200351,2010,5,25.729,97.597
1200351,2010,11,26.383,96.933
1200393,2005,10,27.031,81.056
1200393,2014,4,25.821,95.633
1200427,2009,5,25.779,93.508
1200427,2010,6,25.232,91.642
1200427,2013,9,26.439,85.45
1200500,2004,9,26.629,70.483
1200500,2011,12,24.544,96.694
1200609,2003,9,27.711,78.45
1300102,2008,3,26.054,91.984
1300102,2010,8,26.877,82.435
1300144,2007,3,25.022,98.105
1300144,2009,11,25.778,97.1
1300144,2014,5,25.108,98.653
1300607,2009,4,26.276,99.7
1300631,2007,3,26.006,99.274
1301001,2014,11,27.638,83.042
1301100,2011,12,26.1,96.589
1301407,2004,5,22.883,96.266
1301407,2012,5,23.79,95.597
1301407,2014,2,24.379,97.473
1301506,2003,3,24.209,97.734
1301506,2004,10,25.077,82.016
1301506,2012,11,25.0,92.283
1301654,2013,12,26.039,94.024
1301852,2010,4,26.535,98.692
1301852,2010,7,25.875,93.742
1301852,2014,8,26.026,89.855
1301902,2005,7,25.248,95.669
1301902,2015,3,25.42,99.863
1302207,2012,1,24.658,98.218
1302207,2014,9,25.193,94.042
1302306,2012,7,25.583,93.919
1302306,2012,9,26.562,90.983
1302405,2007,2,26.9,92.188
1302405,2007,12,26.448,93.226
1302504,2015,11,26.581,96.542
1302702,2007,12,25.809,97.637
1302702,2011,8,26.019,90.089
1302702,2015,8,27.102,88.25
1303205,2010,8,26.877,91.137
1303205,2012,3,26.195,98.484
1303536,2003,2,25.917,99.089
1303536,2012,7,25.615,93.403
1303809,2003,5,25.034,97.306
1303809,2010,10,25.661,94.847
1303908,2004,11,26.52,97.25
1304203,2004,10,25.098,94.419
1304237,2010,3,27.036,95.379
1400100,2008,5,24.307,97.927
1400209,2003,8,24.374,96.968
1400209,2005,4,25.273,97.175
1400233,2003,7,24.221,97.024
1400233,2009,11,25.033,97.45
1400233,2014,7,24.605,96.895
1400282,2013,10,23.546,92.427
1400704,2004,5,23.875,99.452
1500602,2014,7,25.186,95.702
1500859,2015,9,28.852,70.017
1501725,2009,1,25.079,100.137
1501808,2011,11,25.713,97.0
1502103,2004,6,24.704,93.633
1502202,2010,6,26.584,87.717
1502400,2007,6,26.033,96.083
1502400,2008,2,24.756,95.517
1502400,2015,2,25.949,98.42
1502772,2014,3,24.866,100.266
1503077,2004,9,26.821,81.783
1503093,2011,2,24.999,100.321
1503093,2014,2,25.13,101.411
1503457,2013,11,25.598,91.292
1503606,2008,1,25.186,100.782
1503606,2014,3,25.628,100.903
1503754,2008,6,24.746,94.483
1503754,2012,6,24.751,94.9
1504000,2013,9,26.506,94.042
1504208,2004,2,24.214,97.681
1504208,2012,6,24.714,96.325
1504422,2003,10,27.752,76.702
1504505,2007,6,25.914,92.792
1505205,2008,11,25.93,92.8
1505205,2012,10,26.441,80.782
1505536,2003,3,24.799,99.806
1505908,2015,7,25.347,96.04
1506005,2008,12,24.926,99.266
1506138,2003,8,29.971,48.702
1506708,2007,2,24.824,95.92
1506807,2004,9,25.809,90.517
1507102,2006,4,25.899,93.708
1507151,2013,6,25.025,96.117
1507300,2007,1,24.51,98.234
1508001,2005,12,25.537,95.718
1508001,2015,12,27.042,82.573
1508308,2004,12,29.887,80.363
1600154,2009,1,24.388,100.427
1600303,2014,2,25.887,97.661
1600808,2003,9,25.257,95.433
1702208,2004,10,27.289,69.927
1702208,2013,7,24.842,92.25
2100055,2011,2,24.842,99.509
2102150,2004,3,25.508,98.331
2102150,2013,1,25.632,97.363
2102150,2013,11,25.882,92.742
2102705,2003,2,26.038,94.679
2102705,2013,7,25.793,90.339
2103000,2006,12,26.92,81.75
2103174,2003,4,25.419,93.533
2103208,2011,12,28.997,75.532
2105427,2012,4,25.081,98.625
2105476,2009,5,25.269,97.863
2105500,2004,3,24.834,99.879
2106904,2005,1,27.404,83.677
2107407,2012,6,25.04,91.117
2107605,2010,4,26.996,93.408
2110302,2007,10,31.861,46.831
2111300,2014,9,29.461,68.8
2112209,2008,1,25.63,97.073
2112506,2008,3,26.074,91.702
2114007,2012,1,25.895,90.758
2208403,2011,1,25.391,95.742
2208403,2015,5,25.598,91.145
2211001,2008,8,30.059,49.347
2301109,2009,7,27.121,84.137
2304400,2005,12,-1031226088.413,80.758
2304400,2007,2,-1034678854.334,84.286
2304400,2010,2,-1034678854.334,84.063
2403251,2007,3,25.158,87.54
2414100,2008,5,24.375,91.935
2504009,2012,5,25.49,93.032
2600054,2011,7,23.688,98.621
2609600,2010,7,23.929,96.306
2609600,2012,6,24.035,98.367
2700300,2004,5,25.765,90.839
2700300,2013,2,27.847,76.223
2800308,2007,7,23.04,96.274
2800308,2010,2,25.813,90.107
2801207,2006,1,27.496,75.629
2917201,2008,6,21.101,72.825
2917201,2008,12,23.079,94.556
2920452,2007,7,24.121,49.145
3102605,2008,7,16.679,68.581
3106200,2014,6,18.923,73.433
3106705,2010,5,18.375,84.331
3115300,2003,5,20.112,86.129
3121605,2003,9,23.777,67.292
3151800,2003,12,21.516,95.056
3151800,2004,1,20.825,95.621
3151800,2009,9,22.202,81.008
3200136,2011,10,22.696,88.669
3204906,2007,3,-1031226088.413,84.75
3204906,2014,1,-1031226088.413,93.137
3205002,2011,1,-1031226088.413,90.29
3302502,2006,11,21.662,93.725
3304409,2013,7,17.944,82.452
3305109,2011,2,23.531,94.304
3305752,2009,9,23.685,79.608
3501608,2008,1,20.886,97.935
3502804,2008,12,23.698,94.419
3502804,2012,11,24.91,89.125
3506003,2015,10,26.814,74.016
3516200,2011,3,21.43,97.718
3516200,2015,5,18.726,91.25
3517802,2010,8,21.555,43.46
3522505,2012,5,18.825,90.444
3523701,2004,11,21.638,87.0
3523701,2013,5,19.235,80.54
3524402,2008,3,21.911,96.524
3526407,2003,5,17.419,81.742
3535309,2005,5,20.733,77.621
3535309,2013,12,24.312,95.524
3538709,2007,1,21.863,97.887
3547809,2004,8,18.614,63.629
3549102,2004,12,20.399,95.766
3550308,2015,11,22.663,98.067
3552205,2008,11,20.48,95.133
3552205,2015,4,21.26,95.375
3557105,2006,12,25.166,94.403
3557105,2011,7,22.108,59.185
4106902,2005,3,21.812,95.677
4106902,2008,11,19.253,95.967
4106902,2010,7,16.935,85.532
4108304,2011,11,21.773,85.808
4109401,2004,3,19.337,92.669
4112504,2005,4,21.609,95.025
4113700,2007,10,22.996,69.435
4113700,2008,1,21.906,96.282
4117909,2007,12,24.154,92.992
4119905,2008,4,18.078,94.783
4204905,2008,12,22.145,93.29
4204905,2012,5,16.769,90.153
4210100,2012,7,13.705,82.323
4304705,2007,9,17.567,88.717
4312401,2010,10,17.245,88.185
4312401,2012,10,20.035,89.387
4314803,2005,1,22.887,89.298
4314902,2006,3,22.063,90.46
4314902,2006,7,16.392,90.339
4314902,2015,1,23.774,92.411
4318705,2009,11,22.886,90.767
5008305,2004,5,19.976,93.5
5100250,2014,1,23.827,97.524
5101258,2004,7,23.652,55.226
5101258,2012,7,23.198,52.984
5101852,2003,3,25.258,96.161
5101852,2014,7,26.931,48.024
5102637,2004,8,26.01,34.427
5103304,2010,12,24.694,97.927
5103403,2005,1,25.64,94.855
5103403,2012,10,27.427,80.863
5105580,2003,9,30.351,47.217
5106158,2007,4,24.838,97.083
5106422,2014,8,30.104,39.137
5106422,2015,5,24.171,93.315
5107305,2005,7,24.585,45.29
5107305,2009,12,24.545,98.847
5107305,2010,6,24.866,66.842
5107925,2004,1,23.725,98.556
5107925,2007,5,23.108,82.242
5107958,2008,8,28.89,35.0
5107958,2012,9,29.947,39.925
5108055,2007,11,24.651,97.083
5108402,2008,7,24.975,42.04
5108501,2012,11,24.821,95.008
5218904,2010,12,24.553,95.508
5221858,2004,11,23.253,80.95
5221858,2006,7,21.469,50.427
1100023,2009,4,24.489,99.375
1100064,2015,10,26.64,87.653
1100106,2003,4,24.3,98.9
1100106,2007,4,24.527,97.25
1100114,2006,9,27.012,80.35
1100189,2004,8,26.771,36.863
1100304,2003,6,24.496,70.55
1100304,2007,2,24.925,98.259
1100320,2010,4,23.895,93.9
1100346,2015,11,25.789,84.358
1100601,2004,8,25.66,60.96
1100924,2015,10,26.64,87.653
1100940,2012,8,27.979,55.452
1200013,2004,1,25.592,95.21
1200013,2006,8,26.411,69.266
1200013,2007,7,24.452,78.024
1200013,2009,2,25.261,97.857
1200104,2009,7,25.77,90.395
1200302,2012,12,27.085,94.879
1200336,2005,3,26.206,93.081
1200336,2005,9,27.599,71.25
1200351,2005,1,26.474,96.194
1200401,2012,8,25.91,72.516
1200450,2012,2,24.017,94.241
1200500,2013,4,24.53,94.35
1200609,2009,3,26.313,96.202
1300029,2009,1,24.444,99.226
1300029,2010,12,24.613,98.0
1300029,2013,5,24.762,98.79
1300102,2005,1,26.842,89.71
1300144,2008,11,25.596,98.483
1300300,2004,12,26.136,97.427
1300300,2015,12,26.614,94.895
1300409,2010,8,26.115,93.153
1300631,2010,5,26.516,98.395
1300631,2011,7,25.649,93.645
1300706,2008,9,24.367,92.85
1300805,2008,6,25.564,93.108
1300839,2007,4,26.721,98.9
1301001,2015,5,27.22,84.758
1301100,2003,4,25.938,97.692
1301100,2011,2,25.656,98.009
1301209,2010,10,25.901,95.427
1301209,2015,12,25.991,95.169
1301407,2011,10,24.856,88.5
1301407,2012,6,23.341,93.308
1301654,2012,8,25.621,82.823
1301852,2015,3,25.948,98.685
1301902,2008,6,24.917,98.125
1302306,2010,6,26.29,94.308
1302702,2005,8,26.892,88.573
1303106,2014,8,26.096,87.976
1303205,2008,1,26.051,99.492
1303205,2014,5,26.655,98.153
1303502,2008,8,24.697,93.468
1303536,2011,2,25.656,100.036
1303569,2003,3,25.957,98.589
1303569,2010,11,26.132,97.708
1303809,2008,8,25.19,92.435
1304062,2010,2,27.139,100.009
1304104,2013,8,25.14,90.75
1304237,2006,2,26.423,95.027
1304237,2008,3,25.948,93.29
1304237,2008,10,26.683,91.677
1304237,2015,8,26.636,89.847
1400050,2006,5,23.312,99.129
1400100,2004,4,24.668,98.983
1400100,2005,3,25.421,94.379
1400159,2004,6,24.108,99.1
1400159,2005,3,25.421,94.379
1400159,2010,7,24.579,98.29
1400159,2015,9,24.761,96.108
1400175,2014,3,25.776,89.5
1400175,2014,8,24.331,96.798
1400209,2006,1,24.638,96.903
1400209,2015,11,25.27,86.817
1400456,2013,2,24.65,85.411
1400506,2004,12,24.575,99.645
1400506,2007,7,24.432,97.185
1400704,2008,11,25.122,87.117
1500305,2010,8,25.974,88.774
1500602,2014,11,27.143,80.992
1500909,2013,11,27.677,83.2
1501105,2009,5,25.591,100.129
1501204,2009,5,25.203,100.129
1501402,2004,4,26.021,100.333
1501402,2009,12,27.219,90.298
1501501,2007,3,25.67,99.161
1501501,2015,5,26.326,98.871
1501709,2007,5,26.42,91.25
1501725,2006,4,25.355,100.367
1501725,2012,1,25.058,98.54
1501907,2006,7,25.715,86.677
1502103,2004,3,25.465,101.25
1502103,2010,12,25.284,97.806
1502103,2013,10,25.777,89.484
1502400,2005,12,26.097,95.718
1502707,2003,6,25.732,74.5
1502756,2008,9,25.691,84.342
1502756,2012,7,24.964,99.774
1502756,2013,10,25.777,82.863
1502772,2011,8,29.141,81.161
1502772,2013,11,24.638,100.325
1502806,2012,9,26.079,89.933
1503077,2014,4,25.511,100.408
1503457,2005,1,25.797,93.524
1503457,2009,4,25.476,100.975
1503705,2004,9,27.6,80.533
1503754,2006,7,25.55,87.387
1504208,2004,12,25.268,101.581
1504208,2006,7,25.932,70.169
1504422,2013,6,26.092,98.45
1505031,2015,12,25.661,97.806
1505064,2009,10,25.881,91.613
1505205,2015,7,25.59,94.105
1505502,2006,9,30.192,58.567
1505536,2012,11,25.081,99.808
1505908,2009,6,25.046,98.367
1506005,2005,12,25.384,96.621
1506138,2007,10,27.645,79.081
1506708,2004,11,25.336,90.833
1506807,2010,12,25.339,98.677
1507102,2012,8,26.129,83.444
1507508,2011,10,25.73,96.524
1507953,2011,11,25.341,97.0
1508407,2009,9,26.705,70.5
1600154,2005,11,27.407,80.967
1600154,2014,5,24.937,100.282
1600279,2003,3,25.049,101.306
1600600,2003,12,25.456,93.323
1600808,2012,11,29.93,60.583
1702208,2004,12,25.268,95.411
1702208,2010,3,25.603,98.032
1702208,2011,12,25.044,96.734
1703206,2003,5,24.463,93.855
1703206,2008,11,25.411,97.233
1705508,2011,7,27.343,55.718
2100055,2006,10,30.631,60.145
2100055,2008,8,28.289,55.589
2100055,2010,6,24.96,88.433
2101251,2010,7,26.48,79.694
2102150,2004,8,28.375,50.976
2103000,2008,2,24.734,93.664
2103000,2012,4,25.893,95.733
2103174,2013,10,26.27,72.75
2105427,2014,3,24.975,99.589
2105450,2003,3,24.752,98.339
2105450,2004,10,30.977,52.242
2105476,2014,3,25.546,98.387
2105500,2015,11,26.793,88.6
2106326,2007,1,25.542,86.984
2106326,2015,7,25.126,86.919
2107407,2003,9,30.494,46.892
2107407,2004,7,25.452,67.298
2107407,2005,11,30.173,60.592
2107605,2005,8,29.257,63.976
2107605,2013,12,27.037,83.266
2107605,2014,11,29.9,69.858
2108900,2005,1,25.969,92.435
2109601,2005,1,27.404,83.677
2110302,2012,7,25.425,74.653
2111300,2014,11,29.9,69.858
2112209,2012,7,26.483,64.532
2112308,2013,8,26.553,65.702
2112506,2005,2,26.659,90.232
2113009,2015,1,25.115,98.839
2202000,2011,10,-1031226088.413,72.605
2202000,2014,8,-1031226088.413,70.129
2203701,2007,4,25.972,94.5
2400208,2011,8,27.849,76.081
2408102,2005,5,25.311,85.548
2408102,2006,6,24.4,89.383
2408102,2009,7,24.417,91.202
2414100,2005,11,29.643,57.95
2700300,2006,12,28.3,72.395
